RBD,NOM_RBD,NOM_COM_RBD,COD_DEPE,RURAL_RBD,ESTADO_ESTAB,MAT_TOTAL,ENS_01
25165,CENTRO DE ESTUDIOS CESCUM,LA REINA,3,0,2,0,0
25166,COLEGIO PART. LOS OLMOS DE PTE. ALTO,PUENTE ALTO,3,0,1,906,10
25167,ESCUELA DE PARVULOS SHANY-SHEBY,TALAGANTE,3,0,3,0,0
25169,ESCUELA DE PARVULOS KINDER PANDO,MACUL,3,0,1,18,10
25170,COLEGIO PSICOPEDAGOGICO JUAN WESLEY,ÑUÑOA,3,0,3,0,0
25171,CENTRO EDUC. PRINCIPADO DE ASTURIAS,PUENTE ALTO,3,0,1,425,10
25172,COLEGIO PUMAHUE,PEÑALOLÉN,4,0,1,1763,10
25173,ESC. BASICA MUNICIPAL RISOPATRON,PEDRO AGUIRRE CERDA,2,0,1,209,10
25174,CENTRO EDUCACIONAL DE ADULTOS EL PRADO,SANTIAGO,3,0,3,0,0
25175,COLEGIO SAN NICOLAS DE MAIPU,MAIPÚ,4,0,1,598,10
25176,ESCUELA PARVULOS PEQUEÑO REINO,VITACURA,4,0,3,0,0
25177,COLEGIO PARTHENON,SAN BERNARDO,4,0,3,0,0
25179,ESC.ESPECIAL NUESTRA SRA.DEL PILAR,MAIPÚ,3,0,1,89,214
25180,COLEGIO RAYEN MAHUIDA,COLINA,4,0,1,209,10
25182,LICEO ALCALDE JORGE INDO,QUILICURA,2,0,1,240,310
25183,WASHINGTON CENTER LA FLORIDA,LA FLORIDA,3,0,3,0,0
25184,ESCUELA PARVULOS ALEXANDER MONTESSORI,ÑUÑOA,4,0,3,0,0
25185,COLEGIO PARTICULAR OZANAM,SANTIAGO,3,0,1,1012,10
25186,COLEGIO MUNIC.  SAN SEBASTIAN DE RINCONADA,MAIPÚ,1,0,1,413,10
25187,ESCUELA ESPECIAL PARTICULAR N_ 1666 SANDELI,MACUL,3,0,1,124,214
25188,ESCUELA BÁSICA Y ESPECIAL N°90 AMANECER,PADRE HURTADO,3,0,1,569,110
25189,ESCUELA BASICA FUTURO LAS MERCEDES,ISLA DE MAIPO,1,1,1,154,10
25190,COLEGIO ADUL. INSTITUTO TABANCURA DE VITACURA,VITACURA,4,0,1,70,363
25191,ESC. ESPECIAL HERNAN LARRAIN PERO,LA PINTANA,3,0,1,81,214
25192,ESCUELA ESP. SAN NECTARIO,ÑUÑOA,3,0,1,138,217
25193,ESC. ESPECIAL SAN JORGE DE QTA. NORMAL,QUINTA NORMAL,3,0,2,0,0
25194,ESCUELA MUNICIPAL VALLE DE LUNA,QUILICURA,2,0,1,327,10
25196,PIERRE TEILHARD DE CHARDIN,LA FLORIDA,3,0,1,543,10
25197,COL.PARTICULAR SAN VALENTIN DE MAIPU,MAIPÚ,3,0,1,282,10
25198,COLEGIO SANTA MARIA DE MAIPU,MAIPÚ,3,0,1,1970,10
25199,COLEGIO AMANCAY DE LA FLORIDA,LA FLORIDA,3,0,1,200,10
25201,ESCUELA BAS. Y ESP. N_ 115 RENACER,PUENTE ALTO,3,0,1,667,10
25202,COLEGIO  PUMAHUE HUECHURABA,HUECHURABA,4,0,1,2029,10
25203,ESCUELA EDUCACION ESPECIAL ABECEDARIO,SANTIAGO,3,0,3,0,0
25204,ESC.ESP.ONCOL.HOSP.ROBERTO DEL RIO,INDEPENDENCIA,3,0,1,30,10
25205,ESC. BASICA ONCOLOGICA HOSPITAL LUIS CALVO MA,PROVIDENCIA,3,0,2,0,0
25206,ESC. PART. CHRIST SCHOOL,MAIPÚ,3,0,1,75,10
25207,LICEO TECNICO PROFESIONAL MALLOCO,PEÑAFLOR,3,1,3,0,0
25208,ESC. ESP. NTRA SRA. DEL BUEN CONSEJO,PUDAHUEL,3,0,1,108,214
25209,COLEGIO ESPECIAL FUNDAC.NUESTROS HIJOS,SAN MIGUEL,3,0,1,31,10
25210,ESC. BASICA N_ 116 ONCOLOG. DR. SOTERO DEL,PUENTE ALTO,3,0,1,55,10
25211,ESCUELA PART.ESPECIAL CORPAMEG,SAN MIGUEL,3,0,1,39,10
25212,INSTITUTO NACIONAL DE REHABILITACION PAC,PEÑALOLÉN,3,0,1,143,10
25213,COLEGIO HOSPITAL SAN BORJA ARRIARAN,SANTIAGO,3,0,1,38,10
25215,COLEGIO POLIV. GERONIMO DE ALDERETE,PUDAHUEL,3,0,1,2031,10
25216,ESC. ESPECIAL SAN ANTONIO DE PUENTE ALTO,PUENTE ALTO,3,0,1,264,212
25217,ESC. ESPECIAL ARTESANOS DE LA VIDA,RENCA,3,0,1,58,218
25218,EXTREMADURA DE PUENTE ALTO,PUENTE ALTO,3,0,1,1041,10
25219,ESC. ESPEICIAL VOCES II,RENCA,3,0,1,46,214
25220,COLEGIO ALMA MATER,LA GRANJA,3,0,1,1016,10
25221,COLEGIO  PABLO APOSTOL,LA FLORIDA,4,0,1,0,0
25222,ESC. ESPECIAL 120 MULTIVERSO,PUENTE ALTO,3,0,1,97,212
25223,COLEGIO MONTE DE ASIS,PUENTE ALTO,3,0,1,1148,10
25224,COLEGIO BERTAIT COLLEGE,LO BARNECHEA,4,0,1,77,110
25225,ESCUELA BASICA RAYITO DE LUZ DE QUILICURA,QUILICURA,3,0,1,598,10
25226,ESC. PART. SAN FCO. DE ASIS PARA NINOS SORDOS,SANTIAGO,3,0,1,33,211
25227,ESCUELA ESPECIAL MADRE TERESA DE CALCUTA,LO ESPEJO,3,0,1,83,212
25230,ESC.BAS.Y ESP.INTEGRAL STA. ROSA DE CHENA.,PADRE HURTADO,3,0,1,226,10
25232,ESC. ESP. PART SERAFIN DE MACUL,MACUL,3,0,1,63,214
25233,ESC. BAS. DE ADULTOS SAN ANDRES DE EL BOSQUE,EL BOSQUE,3,0,3,0,0
25234,COLEGIO NUEVO DEL ALBA,MACUL,4,0,3,0,0
25235,LICEO DE ADULTOS POETA VICENTE HUIDOBRO,QUILICURA,2,0,1,503,165
25236,ESCUELA ESPECIAL PALABRAS MAGICAS,QUINTA NORMAL,3,0,1,97,214
25237,COLEGIO DE ADULTOS GLADYS LAZO,SANTIAGO,3,0,1,377,167
25238,COLEGIO CENTRO EDUCACIONAL ALTAIR,PADRE HURTADO,3,0,1,1064,10
25239,ESC. ESPECIAL SANTA TERESA DE LOS ANDES DE MA,MAIPÚ,3,0,2,0,0
25240,ESCUELA BASICA JESUS NAZARENO DE MAIPU,MAIPÚ,4,0,3,0,0
25241,COLEGIO SAINT JAMES SCHOOL,BUIN,4,0,1,460,10
25242,COLEGIO PARTICULAR BETANIA,MAIPÚ,3,0,3,0,0
25243,ESC. BASICA PART. CANCURA,PEÑAFLOR,3,0,2,0,0
25244,ESC. ESP. SEMILLITA DE JESUS,MAIPÚ,3,0,3,0,0
25246,COLEGIO  ALCURA,LAS CONDES,4,0,2,0,0
25247,COLEGIO ALICURA,PEÑALOLÉN,1,0,1,62,110
25249,COLEGIO PARTICULAR TANTAUCO  EL BOSQUE,EL BOSQUE,4,0,1,767,10
25250,COLEGIO POLIV. ALMENDRAL DE LA PINTANA,LA PINTANA,3,0,1,964,10
25251,ESCUELA ESPECIAL NEWEN,LO ESPEJO,3,0,3,0,0
25252,ESCUELA PARVULOS ANTUMALAL,ÑUÑOA,3,0,3,0,0
25253,INSTIT.CAPITAN JOSE LUIS ARANEDA C.,RECOLETA,3,0,3,0,0
25254,ESCUELA ESPECIAL LUNA AZUL,MAIPÚ,3,0,3,0,0
25255,ESCUELA INMACULADA CONCEPCION,COLINA,3,0,1,670,10
25256,ESCUELA BASICA THE FOREST COLLEGE,EL BOSQUE,3,0,1,1262,10
25257,ESCUELA NORMAY SCHOOL,PUENTE ALTO,3,0,2,0,0
25258,COLEGIO PREMILITAR GENERAL SAN MARTIN DE MAIPU,MAIPÚ,3,0,1,352,110
25260,ESC.ESPECIAL LOS COPIHUES DEL BOSQUE,EL BOSQUE,3,0,1,142,212
25261,ESCUELA DE PARVULOS ILLAPITAS,PEÑALOLÉN,3,0,3,0,0
25263,ESC.ESP.EL PRINCIPITO DE EL BOSQUE,EL BOSQUE,3,0,1,145,214
25264,ESCUELA ESPECIAL DE LENGUAJE RAYUN,SAN MIGUEL,3,0,1,135,214
25265,COLEGIO ANTIL MAWIDA,LA CISTERNA,3,0,1,820,10
25266,ESCUELA BASICA  CONTEMPORA,LA FLORIDA,4,0,3,0,0
25267,ESCUELA BASICA DE ADULTOS CEPPAC,SAN BERNARDO,3,0,2,0,0
25269,COLEGIO NUEVO DIEGO DE ALMAGRO,SANTIAGO,3,0,1,462,10
25270,COLEGIO PART. DE ADULTOS ITSA,MAIPÚ,3,0,1,102,165
25271,PROFESOR FRANCISCO VERGARA BOBADILLA,LA FLORIDA,1,0,1,161,363
25272,ESC.PARVULOS PARTICULAR  LOS ANGELITOS,SANTIAGO,3,0,1,87,10
25273,ESCUELA ESP. PART. EDUC. LAUDELINA ARANEDA,SAN BERNARDO,3,0,1,253,10
25274,ESCUELA DE PARVULOS LOS BICHITOS,MAIPÚ,3,0,3,0,0
25275,ESCUELA BASICA NUEVA LAS CUMBRES,PEÑALOLÉN,4,0,3,0,0
25277,ESCUELA ESPECIAL SANTIAGO APOSTOL,SANTIAGO,2,0,1,81,211
25278,COLEGIO CAMPANARIO,BUIN,4,0,1,725,10
25279,ESCUELA PARTICULAR SALVADOR DALI,MAIPÚ,3,0,1,491,10
25280,ESCUELA BASICA PARTICULAR BREMEN,EL BOSQUE,3,0,1,190,110
25281,ESCUELA ESPECIAL BAULIRURIRU,LAS CONDES,3,0,1,55,214
25282,COLEGIO POLIV. CARDENAL RAUL SILVA HENRIQUEZ,PUENTE ALTO,3,0,1,1668,10
25283,ESC.PART.ESPECIAL LA CONCEPCION DE COLINA,COLINA,3,0,1,13,214
25284,ESUELA ESPECIAL DE LENGUAJE PIRAMIDE,SAN JOAQUÍN,3,0,1,94,214
25285,ESCUELA RALUN KOYAN,LAMPA,3,1,2,0,0
25286,ESCUELA PARTICULAR  COMUNICATE,MAIPÚ,3,0,1,45,214
25287,ESCUELA BASICA PARTICULAR ESJELAVI,LA PINTANA,3,0,1,156,10
25288,ESC. BAS. Y ESP. CENTRO INTEGRAL ALTAIR DE BA,LAMPA,3,0,1,622,10
25289,ESC. DE PARV. Y ESP. LUIS SEMBRADOR,PEDRO AGUIRRE CERDA,3,0,1,140,214
25290,ESCUELA BASICA PARTICULAR EL REY,MAIPÚ,3,0,1,131,110
25291,CENTRO EDUCACIONAL HUGO TRIVELLI FRANZOLINI,BUIN,3,0,3,0,0
25292,ESCUELA DE PARVULOS ANTU,MACUL,4,0,3,0,0
25294,ESCUELA ESPEC.PART. SANTA TERESA DE JESUS,PUDAHUEL,3,0,1,63,214
25295,COLEGIO TOBALABA LA FLORIDA,LA FLORIDA,3,0,2,0,0
25296,ESC. ESPEC. LENGUAJE LOS CHIQUITINES,PEDRO AGUIRRE CERDA,3,0,1,81,214
25297,ESCUELA ESPECIAL Y LENGUAJE ROCIO,PEDRO AGUIRRE CERDA,3,0,1,85,212
25298,ESCUELA ESPECIAL PARTICULAR LUDILEN,EL BOSQUE,3,0,1,63,214
25299,ESC.BASICA APOSTOL SAN LUCAS DE S.JOSE DE MAI,SAN JOSÉ DE MAIPO,3,0,3,0,0
25300,COLEGIO NUEVOS CASTANOS DE MAIPU,MAIPÚ,3,0,1,331,110
25301,ESC.ESPEC.SAGRADA FAMILIA DE MAIPU,MAIPÚ,3,0,1,138,214
25302,ESCUELA ESPECIAL STELLA MARIS DE NUNOA,ÑUÑOA,3,0,1,42,214
25303,CENTRO EDUCACIONAL LAURA VICUNA,RENCA,3,0,1,623,10
25304,COLEGIO PAUL HARRIS SCHOOL,EL BOSQUE,3,0,1,858,110
25305,ESCUELA ESPECIAL ARCOIRIS DE EL BOSQUE,EL BOSQUE,3,0,1,43,214
25306,ESCUELA ESPECIAL TODOS LOS SANTOS,PUENTE ALTO,3,0,1,171,214
25307,ESCUELA ESPECIAL OTTAWA,PADRE HURTADO,3,0,3,0,0
25308,ESCUELA BASICA BELEN SCHOOL,RENCA,3,0,3,0,0
25310,COLEGIO SAN NICOLÁS DIÁCONO,COLINA,4,0,1,789,10
25311,ESCUELA PARTICULAR HERMAN HESSE,MAIPÚ,3,0,3,0,0
25314,ESCUELA BÁSICA 1737 LOS ALERCES DE MAIPÚ,MAIPÚ,1,0,1,491,10
25315,ESCUELA PUERTO FUTURO,PUDAHUEL,6,0,1,283,10
25316,COLEGIO PUELMAPU,PEÑALOLÉN,3,0,1,409,10
25317,"ESC. ESP. PART, PALOMAR DE QUILICURA",QUILICURA,3,0,1,113,214
25318,COLEGIO TEC. PROFESIONAL DON ENRIQUE ALVEAR,CERRO NAVIA,3,0,3,0,0
25319,ESC. BAS. Y ESP. PART. KIMKELEN,SAN BERNARDO,3,0,1,415,10
25320,ESCUELA  ESPEC. VIRGEN DE LAS PENAS,SANTIAGO,3,0,1,0,0
25321,ESCUELA BASICA ALEZZEIA,EL MONTE,4,0,3,0,0
25322,CENTRO EDUCACIONAL DE ADULTOS RAFAEL SOTOMAYO,LA FLORIDA,3,0,1,153,165
25323,COLEGIO PARTICULAR SAINT JOSEPH,SAN BERNARDO,3,0,3,0,0
25324,ESCUELA BASICA QUITALMAHUE,PUENTE ALTO,3,0,1,536,10
25325,"ESC, ESP. PART. SAN JOSE DE TALAGANTE",TALAGANTE,3,0,2,0,0
25327,ESC. ESPEC. PART. LAS CAMELIAS,CONCHALÍ,3,0,1,84,214
25328,INSTITUTO CRISTIANO LUIS GANDARILLAS,MAIPÚ,3,0,1,688,10
25329,COLEGIO SANTA CRUZ DE CHICUREO,COLINA,4,0,1,1058,10
25330,COLEGIO POLIVALENTE ANTARES,PUENTE ALTO,3,0,1,138,310
25331,ESCUELA BASICA PART. CRISTIANO DE LOS HEROES,MAIPÚ,3,0,1,367,10
25332,COLEGIO MONTESSORI PUCALAN,COLINA,4,0,1,504,10
25333,ESC. ESPECIAL PART. MARTA Y BERTA,LA FLORIDA,3,0,1,57,214
25334,ESCUELA BASICA RAICES ALTAZOR,LA FLORIDA,3,0,1,238,10
25335,ESCUELA MILITAR LIB CAP GRAL BDO O'HIGG R.,LAS CONDES,3,0,3,0,0
25336,ESC.DE AVIACION CAP. MANUEL AVALOS PRADO,EL BOSQUE,3,0,3,0,0
25337,COLEGIO CRISTIANO GANDARILLAS,MAIPÚ,3,0,3,0,0
25338,ESCUELA BASICA INTEGRAL TIEMPO,ESTACIÓN CENTRAL,4,0,3,0,0
25339,LICEO MUNICIPAL DE ADULTO MIGUEL CAMPINO LARRAIN,PAINE,2,0,1,233,165
25340,ESCUELA BASICA EL SAUCE,SAN JOSÉ DE MAIPO,3,0,3,0,0
25341,COLEGIO LOS ACANTOS,LAS CONDES,4,0,3,0,0
25342,ESCUELA RAIMAPU-TIERRA FLORIDA,LA FLORIDA,3,0,1,779,10
25344,COLEGIO ALAMIRO PEREZ,LA GRANJA,3,0,1,47,110
25346,ESCUELA PARVULARIA PARTICULAR FRANCISCO DE AS,QUINTA NORMAL,3,0,3,0,0
25347,COLEGIO SEBASTIAN EL CANO SAN BERNARDO,SAN BERNARDO,3,0,1,845,10
25348,COLEGIO  SAN JOSE DE CHICUREO,COLINA,4,0,1,1154,10
25349,COLEGIO PARTICULAR MELFORD COLLEGE,QUILICURA,3,0,1,921,10
25350,ESC. PART. CRISTIANO ORIENTE,MAIPÚ,3,0,1,456,10
25351,ESCUELA ESPECIAL PARTICULAR KIMANTU,CALERA DE TANGO,3,0,1,68,214
25352,LICEO BICENTENARIO DE EXCELENCIA PATRICIO MEKIS DE PADRE HURTADO,PADRE HURTADO,3,0,1,1643,10
25353,ESCUELA ESPECIAL DEL LENGUAJE ROMIYANCO,BUIN,3,0,1,153,214
25354,ESCUELA ESPECIAL JESUS DEL BOSQUE,EL BOSQUE,3,0,1,122,212
25355,ESC. DE PARVULOS PART 103 EL PRINCIPITO DE LO,SAN BERNARDO,3,0,1,0,0
25356,ESC. BASICA LA PRADERA DE CURACAVI,CURACAVÍ,3,0,1,274,10
25358,ESCUELA ESPECIAL CAPULLITO,EL BOSQUE,3,0,1,72,214
25359,COLEGIO METODISTA DE SANTIAGO,SANTIAGO,3,0,1,351,110
25361,ESCUELA ESP. PART.  ANTUKUYEN,PEÑAFLOR,3,0,1,90,214
25362,ESC.PART. TALLERES PREVOCACIONALES PADRE HURT,RENCA,3,0,1,40,110
25363,ESC. ESP. PUERTA DEL SOL,CURACAVÍ,3,0,1,151,214
25364,ESCUELA ESPECIAL N°104  SANTA MARIA DE VINCULO,PAINE,3,1,1,148,214
25365,COLEGIO AUSTRALIA,LA PINTANA,3,0,1,186,110
25366,COLEGIO  LATINOAMERICANO,LA FLORIDA,4,0,1,578,110
25367,COLEGIO SANTIAGO,LA FLORIDA,3,0,1,1094,10
25368,COLEGIO PART. CARDENAL CARLOS OVIEDO CAVADA,MAIPÚ,3,0,1,1639,10
25369,COLEGIO PARTICULAR ALICANTE,MAIPÚ,3,0,1,3663,10
25370,ESCUELA ESPECIAL MISTRAL,SAN BERNARDO,3,0,1,94,214
25371,COLEGIO BICENTENARIO SANTA MARIA DE PAINE,PAINE,3,0,1,1640,10
25372,ESCUELA DE PARVULOS N° 1759 ANTINIL N° 3,LA REINA,4,0,1,0,0
25373,COLEGIO SAN RAFAEL ARCANGEL,LA REINA,4,0,1,130,110
25375,ESCUELA ESPECIAL N°1761 MI PEQUEÑO COLIBRI PUDAHUEL,PUDAHUEL,3,0,1,115,214
25376,ESCUELA ESPECIAL NUEVA CORDILLERA N_ 1762,LAS CONDES,3,0,1,69,214
25377,ESCUELA ESPECIAL PARTICULAR DESPERTARES,LA GRANJA,3,0,1,43,212
25378,ESCUELA ESPECIAL PARTICULAR 1764 GENESIS 2001,PEÑALOLÉN,3,0,3,0,0
25379,ESCUELA DE PARVULOS N°1765 KIMN,SANTIAGO,4,0,1,29,10
25380,ESCUELA PARTICULAR EDIAL II,CALERA DE TANGO,3,0,3,0,0
25381,ESC. ESPECIAL PART. REYES DE ESPANA,QUINTA NORMAL,3,0,1,68,214
25382,COLEGIO SAINT CHARLES COLLEGE LA FLORIDA,LA FLORIDA,3,0,1,519,10
25383,ESC. ESP. CENT. DES. INTEG. DE LA COMUN. ADON,MAIPÚ,3,0,1,99,214
25384,ESCUELA ESPECIAL 1768 RENACER,EL BOSQUE,3,0,1,212,212
25385,ESCUELA HERMANOS CARRERA,MAIPÚ,3,0,1,636,10
25386,COLEGIO PARTICULAR NOVO MUNDO,QUILICURA,3,0,1,1713,10
25387,COLEGIO PARTICULAR SAN SEBASTIAN DE QUILICURA,QUILICURA,3,0,1,1912,10
25389,COLEGIO `EMPRENDER OBISPO ALVEAR`,PUENTE ALTO,3,0,1,1881,10
25390,ESC.BASICA PART. ACONCAGUA DE PUDAHUEL,PUDAHUEL,3,0,1,189,10
25392,ESCUELA ESPECIAL PARTICULAR ANGELES,PROVIDENCIA,3,0,1,111,214
25393,COLEGIO QUINTO CENTENARIO CORDILLERA,LA FLORIDA,3,0,1,512,10
25394,ESC. ESP. NINOS DE LA LUNA,QUINTA NORMAL,3,0,1,52,214
25395,COLEGIO BETTERLAND SCHOOL,LO BARNECHEA,3,0,1,856,10
25396,CENTRO POLITECNICO PARTICULAR CONCHALI,CONCHALÍ,3,0,1,1609,10
25397,ESCUELA ESPECIAL PART. ACONCAGUA DE PUDAHEL N,PUDAHUEL,3,0,1,113,212
25398,ESC. ESPECIAL 1775 SAN ANTONIO II,LAMPA,3,0,1,288,212
25399,ESCUELA ESPECIAL PART. TRIPANTU,ESTACIÓN CENTRAL,3,0,1,111,214
25400,ESC. ESP. CHILE CUBA,SAN JOAQUÍN,3,0,1,115,214
25401,ESCUELA ESPECIAL CARRUCEL,SAN JOAQUÍN,3,0,3,0,0
25402,COL.  PART. SALES. EL PATROCINIO DE SAN JOSE,PROVIDENCIA,3,0,1,1053,10
25403,ESC. ESPECIAL GULLIVER,QUINTA NORMAL,3,0,1,147,214
25404,ESCUELA ESPECIAL ` MANQUEMAPU`,MAIPÚ,3,0,1,104,214
25405,ESCUELA ESPECIAL PART. TRAGALUZ,ESTACIÓN CENTRAL,3,0,1,79,214
25406,ESCUELA ESPECIAL MARIO BAEZA,MAIPÚ,3,0,1,171,110
25408,ESCUELA ESPECIAL GABRIELA MISTRAL,LA FLORIDA,3,0,1,161,212
25409,ESCUELA ESPECIAL  N° 1784 MATICES,LA REINA,4,0,3,0,0
25411,ESCUELA ESPECIAL PART. BETESDA,PUENTE ALTO,3,0,3,0,0
25412,ESCUELA ESPECIAL PARTICULAR 1785 CAIL,PEÑALOLÉN,3,0,2,0,0
25413,ESC. DE PARV. Y ESP. ENANITOS,EL BOSQUE,3,0,1,228,10
25414,ESCUELA ESPEC. PART. ARCO IRIS DE RECOLETA,RECOLETA,3,0,1,129,214
25415,ESC. ESPECIAL TIEMPO NUEVO,LA PINTANA,3,0,1,94,10
25416,ESC. BAS. PART. ESTER VARGAS,PUENTE ALTO,3,0,3,0,0
25417,ESCUELA PARTICULAR 1788 EDEN DE SAN RAMON,SAN RAMÓN,3,0,1,87,212
25418,COLEGIO POLIV. SAN BERNARDO ABAD,SAN BERNARDO,3,0,1,1192,10
25419,COLEGIO DE ADULTOS EL CANELO DE NOS,SAN BERNARDO,3,0,2,0,0
25420,ESC. PARV. Y ESP. GABRIELA MISTRAL DE MAIPU,MAIPÚ,3,0,1,71,10
25421,ESCUELA ESPECIAL ARCANGEL GABRIEL,PEDRO AGUIRRE CERDA,3,0,1,69,214
25422,MY LITTLE GARDEN,SANTIAGO,3,0,3,0,0
25423,COLEGIO PARTICULAR IGNACIO SERRANO,SAN BERNARDO,3,0,1,429,10
25425,ESC.ESP. PART. EL OLIVAR,LA PINTANA,3,0,1,109,214
25426,ESC. ESP. PART. PALU,LA FLORIDA,3,0,1,99,214
25427,ESCUELA ESPECIAL BELEN DE MAIPU,MAIPÚ,3,0,1,71,212
25428,ESC. ESP. PART. KADES BARNEA,LA FLORIDA,3,0,1,55,214
25429,ESC. ESP. PART. LOS AROMOS DE MAIPU,MAIPÚ,3,0,1,108,212
25430,ESCUELA PARTICULAR N_ 1796 NUEVO HORIZONTE,LO BARNECHEA,3,0,1,30,214
25431,ESCUELA BASICA PART SANTA MARIA DE ESMERALDA,COLINA,3,0,1,385,10
25432,NUEVA BELEN,PEDRO AGUIRRE CERDA,3,0,2,0,0
25433,ESCUELA ESP. RUCAMALEN,LO PRADO,3,0,1,73,214
25434,COLEGIO PARTICULAR FORJADORES,PEÑAFLOR,3,0,1,551,10
25435,ESCUELA BASICA DEL PONIENTE,TALAGANTE,1,0,3,0,0
25436,COLEGIO PART. SOCHIDES RENCA,RENCA,3,0,1,1024,10
25437,ESC. BASICA Y ESP.  EL NAZARENO,LA CISTERNA,3,0,1,53,212
25439,CENTRO EDUCACIONAL SAN CARLOS DE ARAGON,PUENTE ALTO,3,0,1,2653,10
25440,ESCUELA ESPECIAL ADENNUN N_ 2,LO ESPEJO,3,0,1,97,214
25442,COLEGIO TALAGANTE GARDEN SCHOOL,TALAGANTE,3,0,1,607,110
25443,ESC  ESP PART  PUERTA DEL SOL DE LA REINA,LA REINA,3,0,1,56,214
25444,ESCUELA ESPECIAL HERMANO MAYOR,INDEPENDENCIA,3,0,3,0,0
25445,ESCUELA  ESP. N_1804 SAN JOSE,PEÑALOLÉN,3,0,3,0,0
25446,ESCUELA  DE  PARVULOS  CASITA  DEL  SABER,ESTACIÓN CENTRAL,3,0,2,0,0
25447,COLEGIO VALLE DE MALLARAUCO,MELIPILLA,3,0,1,343,10
25448,CENTRO EDUC. NINO DIOS DE MALLOCO,PEÑAFLOR,3,0,1,1822,10
25449,ESCUELA DE PARVULOS LOS MOLINITOS,LA REINA,4,0,3,0,0
25450,COLEGIO SALTAIRAM,PUENTE ALTO,3,0,1,369,10
25451,ESC. ESP. NTRA. SRA. DEL BUEN CONSEJO I,QUINTA NORMAL,3,0,1,46,212
25452,COLEGIO TREBULCO,TALAGANTE,4,0,1,712,10
25453,MELODIA,SANTIAGO,3,0,2,0,0
25454,COLEGIO PART. ANDINO ANTUQUELEN,SAN JOSÉ DE MAIPO,3,0,1,306,110
25456,COLEGIO ADULTOS INST. BARROS ARANA,SAN BERNARDO,3,0,3,0,0
25457,COLEGIO ADULTOS INST STA MARIA DE MAIPU,MAIPÚ,4,0,2,0,0
25458,COLEGIO POLIVALENTE FALCON COLLEGE,QUINTA NORMAL,3,0,1,556,310
25459,ESC. ESP. PART. PABLO NERUDA,PUENTE ALTO,3,0,1,104,214
25460,ESC. ESP. PART. LA PAMPA,CERRO NAVIA,3,0,1,36,212
25461,ESCUELA ESPECIAL PART. NINOS DE LA REINA,LA REINA,3,0,1,75,214
25462,COLEGIO ALTO GABRIELA,LA PINTANA,3,0,1,819,10
25463,COLEGIO CTRO. INTEG  ADULTOS ALTAZOL,SANTIAGO,3,0,1,251,363
25464,COLEGIO POLIVALENTE AGUSTINIANO DE EL BOSQUE,EL BOSQUE,3,0,1,1721,110
25465,ESC. BAS. PART.  JERUSALEN,LAMPA,3,0,1,438,10
25466,ESCUELA BÁSICA N°1812 EL PORVENIR,MAIPÚ,3,0,1,43,10
25467,ESC. BAS. PART. SAN JUAN LEONARDI,MAIPÚ,3,0,1,86,10
25468,ESCUELA BASICA PUERTA DEL SOL DE MAIPU,MAIPÚ,4,0,3,0,0
25470,ESCUELA DE PARV. ICHUAC,CERRILLOS,3,0,1,110,10
25471,COLEGIO PART. KING EDWARDS SCHOOL I,MAIPÚ,3,0,1,498,10
25473,ESCUELA ESPECIAL PART. GUENIPILLAN - MAIPU,MAIPÚ,3,0,1,39,214
25474,ESCUELA BASICA  Nº1817 ANIDA,LA FLORIDA,4,0,1,55,10
25475,COLEGIO PART. PADRE JOSE KENTENICH,PUENTE ALTO,3,0,1,830,10
25476,ESCUELA DE PARVULOS SANTA VICTORIA CHILDREN,PEÑALOLÉN,4,0,3,0,0
25477,COLEGIO LA MISION,CALERA DE TANGO,4,1,1,826,10
25478,COLEGIO  MAYOR DE PEÑALOLEN,PEÑALOLÉN,4,0,1,2061,10
25479,COLEGIO  ANDARES,LA FLORIDA,4,0,3,0,0
25480,COLEGIO JOSE LUIS LEGRANGE DE LA CISTERNA,LA CISTERNA,3,0,1,444,10
25481,COLEGIO INSTITUTO O¦HIGGINS DE MAIPU,MAIPÚ,3,0,1,886,10
25482,ESC. PART. ARTISTICA EL TRIGAL,MAIPÚ,3,0,1,670,10
25483,LICEO MUNICIPAL SANTA MARIA DE CONCHALI,CONCHALÍ,1,0,3,0,0
25484,ESC PART. SIGLO XXI DE LAMPA,LAMPA,3,0,1,452,10
25485,ESC. BASICA  `SAN BENIGNO`,COLINA,3,0,1,334,10
25487,COLEGIO  MANQUECURA VALLE LO CAMPINO,QUILICURA,4,0,1,1817,10
25488,ESCUELA BASICA SAVIA NOVA,LO BARNECHEA,4,0,3,0,0
25489,COLEGIO LOS ANDES COUNTRY DAY COLLEGE,PEÑALOLÉN,3,0,3,0,0
25490,ESC. ESP. NTRA. SRA. DEL BUEN CONSE,MAIPÚ,3,0,1,115,214
25491,COLEGIO ADULTOS PUNTO DE CONTACTO,PROVIDENCIA,4,0,3,0,0
25492,ESCUELA BASICA PARTICULAR TRUPAN,CONCHALÍ,4,0,1,184,10
25494,ESCUELA DE PARVULOS MI PEQUEÑA GALAXIA,ÑUÑOA,4,0,3,0,0
25495,ESCUELA DE PARVULOS  N°1827 MY LITTLE GARDEN N° 2,SANTIAGO,4,0,1,0,0
25496,INSTITUTO TECNOLÓGICO BICENTENARIO DE EXCELENCIA SAN MATEO,PUDAHUEL,3,0,1,1288,310
